ASV,Taxon,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species
0191d52f74e2941c3721fd6889feed3b,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter;D_6__Acinetobacter lwoffii,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii
8ce12e88f6b59bb09494567f0d678092,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Agrobacterium radiobacter,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Agrobacterium radiobacter
7c73f286fe094670a412767747d24e37,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Agromyces;D_6__Agromyces ulmi,0.98,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces ulmi
f169c81b542ca6c4ef2d78d52fb7f901,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__uncultured;D_6__Aquimonas sp. enrichment culture clone 03SUJ1,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,Aquimonas sp. enrichment culture clone 03SUJ1
2c241c2b585892c04645997d7850eee5,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Aspergillus nomius;D_6__Aspergillus nomius,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Aspergillus nomius,Aspergillus nomius
59e7289380be2a5909212804646e6eb6,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus clausii,0.98,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii
c820871b59284ecc51e67e5584966bbb,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus simplex,0.98,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus simplex
e5a9ab4e7c3ae6755d2553de8cbe912f,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__Desulfovibrio;D_6__bacterium endosymbiont of Onthophagus Taurus,0.98,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,bacterium endosymbiont of Onthophagus Taurus
00e72022626821a9d44e6f681a34a894,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Berkeleya fennica;D_6__Berkeleya fennica,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Berkeleya fennica,Berkeleya fennica
1267e7d08a6947a000624d01213694ad,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Berkeleya fennica;D_6__Berkeleya fennica,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Berkeleya fennica,Berkeleya fennica
8a2b4607f1fe4067994d974cec17f195,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Berkeleya fennica;D_6__Berkeleya fennica,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Berkeleya fennica,Berkeleya fennica
ce9b36a0ebdd04d3337d3ed3567d430d,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Berkeleya fennica;D_6__Berkeleya fennica,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Berkeleya fennica,Berkeleya fennica
df7ba9c044f540d35d5a22a1101512ef,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Berkeleya fennica;D_6__Berkeleya fennica,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Berkeleya fennica,Berkeleya fennica
af7824ed4ea2c37133ba8091e964cc91,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__Tistlia;D_6__Brucella sp. HJ114,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Tistlia,Brucella sp. HJ114
9cf380f6bc482c453a4b62254f0e976d,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__Catenovulum;D_6__Catenovulum maritimum,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Catenovulum,Catenovulum maritimum
5f1d96402665d1dfc732d7d2b4139ff7,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__C1-B045;D_6__Cladosiphon okamuranus,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,Cladosiphon okamuranus
abb73de3355949fcd7c96200bc1ca48e,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium 1;D_6__Corynebacterium kroppenstedtii,0.98,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium kroppenstedtii
0d2dec7b755f2b5b21b8c0d6dbff4ace,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Flavobacterium hauense,0.98,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hauense
86eb0725f5afc0b7a958137666df43cf,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Flavobacterium johnsoniae,0.98,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae
b6d293d3ead88be70d432373cb68e5ef,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Fusarium mangiferae;D_6__Fusarium mangiferae,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Fusarium mangiferae,Fusarium mangiferae
e01948a3a0b7e742a9121a38bd5fea8e,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Fusarium mangiferae;D_6__Fusarium mangiferae,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Fusarium mangiferae,Fusarium mangiferae
ec84f5657717dcea81994585e862b725,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Fusarium mangiferae;D_6__Fusarium mangiferae,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Fusarium mangiferae,Fusarium mangiferae
2e1a1dcfe2f0d8660f5a1197b353c775,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Glycomycetales;D_4__Glycomycetaceae;D_5__Glycomyces;D_6__Glycomyces harbinensis,0.98,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces harbinensis
3b2cfab9023d8e1f709adb8cba0be936,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__uncultured;D_5__Graminella nigrifrons;D_6__Graminella nigrifrons,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,Graminella nigrifrons,Graminella nigrifrons
0395c1bc173356b291c121b48c01bc07,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Guillardia theta;D_5__Guillardia theta;D_6__Guillardia theta,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Guillardia theta,Guillardia theta,Guillardia theta
38bb8d6b21b21455fe991a9bee9941ed,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Hemiselmis virescens;D_5__Hemiselmis virescens;D_6__Hemiselmis virescens,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Hemiselmis virescens,Hemiselmis virescens,Hemiselmis virescens
ef3042f557c3e722641100ef402340bd,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__Ilumatobacter;D_6__Ilumatobacter nonamiensis YM16-303,0.98,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter nonamiensis YM16-303
4b9243da4d6fa5e09c00a302851869a4,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Micrococcaceae;D_5__Kocuria;D_6__Kocuria kristinae,0.98,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria kristinae
41b0c1d137baff3852312e1a96a4d7ab,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus;D_6__Lactobacillus fermentum,0.98,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
8961458729d4d1d03cac234ba3074540,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus;D_6__Lactobacillus fermentum,0.98,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
a115d5cabbbf86df48755fbb28245aed,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus;D_6__Lactobacillus fermentum,0.98,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
cacf77c5e847f4704601e989c9c6efb9,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Maritimimonas;D_6__Maritimimonas rapanae,0.98,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,Maritimimonas rapanae
eca171423cd470a3bf21b34b0e6819a9,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome,0.98,Bacteria,Acidobacteria,Subgroup 6,metagenome,metagenome,metagenome,metagenome
2b6f21a224a6d5e27940933696c2b225,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Niastella;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,metagenome
f6a43451a88c081f2c8ffc4400ea0b46,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Niastella;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,metagenome
44a433400345dbb83e3ca6a0d3a663f9,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,metagenome
ced55b6e0976206cd3b237dee4d6d00b,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,metagenome
d42f71ee4f654658c98c1e7b7fdc1750,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,metagenome
dc3ec791d824b7de467185313247c42c,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,metagenome
345374c55407ad0fbe6a6d3782fc59bc,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17;D_5__metagenome;D_6__metagenome,0.98,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,metagenome,metagenome
c9a1b6cf1a95718ef4933afe7820e493,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Gemmata;D_6__metagenome,0.98,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,metagenome
1cb3cee1973b053b9569a43e56454e4e,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__metagenome,0.98,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,metagenome
ed0824917ce7d4dc0493ca24733a13e4,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__metagenome,0.98,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,metagenome
39edf0201bfc52ae688c1709121efa5f,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured;D_6__metagenome,0.98,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,metagenome
1f7f046c2af771160d3ba83b9bef80f4,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Rubinisphaeraceae;D_5__SH-PL14;D_6__metagenome,0.98,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,metagenome
81300cfc5690e63ab297ef95f425ce15,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured;D_5__metagenome;D_6__metagenome,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,metagenome,metagenome
a848bb43c43d168496fc9b73c6359088,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micropepsales;D_4__Micropepsaceae;D_5__uncultured;D_6__metagenome,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,metagenome
8bc9f6e5614d67a9695af5d641b05e2f,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Reyranellales;D_4__Reyranellaceae;D_5__Reyranella;D_6__metagenome,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome
1ea0ec700fa74ee675f1f5d0c7126ee8,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__uncultured;D_5__metagenome;D_6__metagenome,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,metagenome,metagenome
6db7e5e2459cafbd3afaf7bf5a4b9d21,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41;D_5__metagenome;D_6__metagenome,0.98,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,metagenome,metagenome
23e7bb98a13540861c409331c4052a67,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__metagenome,0.98,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,metagenome
edd53f823ccd98240ec5de6204f5810e,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__metagenome,0.98,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,metagenome
0021e25ca98aaa61b52cb923802d5d11,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Nannocystaceae;D_5__Nannocystis;D_6__metagenome,0.98,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,metagenome
d47a6e9f461bb8f34ca6f90dd899d2dc,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Sva0485;D_4__metagenome;D_5__metagenome;D_6__metagenome,0.98,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,metagenome,metagenome,metagenome
87fa06a59e94bb053396abd1c6920abe,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__BIyi10;D_6__metagenome,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,BIyi10,metagenome
1d2d8ccf556efbeeb852d544a9904809,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Chthoniobacter;D_6__metagenome,0.98,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,metagenome
3c901cd8c3d7883002b5c05be1b7840d,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Metarhizium anisopliae;D_6__Metarhizium anisopliae,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Metarhizium anisopliae,Metarhizium anisopliae
c110ee1a351a1d2585aa2eaa4a1628fa,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Ostreobium sp. HV05042;D_5__Ostreobium sp. HV05042;D_6__Ostreobium sp. HV05042,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ostreobium sp. HV05042,Ostreobium sp. HV05042,Ostreobium sp. HV05042
e1cac7f3515f5e55bac1bd03e0f86993,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Penicillium sp. ShG4C;D_6__Penicillium sp. ShG4C,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Penicillium sp. ShG4C,Penicillium sp. ShG4C
1c82b6c8ab86f99db9e60c516dcc3975,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Phalacroma mitra;D_5__Phalacroma mitra;D_6__Phalacroma mitra,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Phalacroma mitra,Phalacroma mitra,Phalacroma mitra
aec51e5d835479227df4a5444a772fbd,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula;D_6__Planctomycetaceae bacterium FC18,0.98,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Planctomycetaceae bacterium FC18
700a20eeda7158acdc65edf970daada1,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Planoglabratella opercularis;D_5__Planoglabratella opercularis;D_6__Planoglabratella opercularis,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Planoglabratella opercularis,Planoglabratella opercularis,Planoglabratella opercularis
d87e566162ab63a7f2c53605317656b8,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Planoglabratella opercularis;D_5__Planoglabratella opercularis;D_6__Planoglabratella opercularis,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Planoglabratella opercularis,Planoglabratella opercularis,Planoglabratella opercularis
f77bc56aacfde127489fd2a24c11a6ec,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Planoglabratella opercularis;D_5__Planoglabratella opercularis;D_6__Planoglabratella opercularis,0.98,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Planoglabratella opercularis,Planoglabratella opercularis,Planoglabratella opercularis
2d1f535454a735589b1e4f13a8b49827,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Pseudomonas oryzihabitans,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans
8630796df2bd14ec3f410ad3a3a2f272,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Pseudomonas oryzihabitans,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans
637b9b3f4d1cbb1a10c07817619cdf69,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Pseudomonas veronii,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas veronii
c907b82eb235c8bb5c3b3d9a17ea11c9,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Pseudomonas xinjiangensis,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas xinjiangensis
18d539f74290cdc6d2655e130e4c1737,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Pseudoxanthomonas;D_6__Pseudoxanthomonas mexicana,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas mexicana
345d3015bcc5ce68915c2495b7d8ce3f,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Pseudoxanthomonas;D_6__Pseudoxanthomonas mexicana,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas mexicana
f47beff0fc3748fcf424bf33bc490cf2,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Pseudoxanthomonas;D_6__Pseudoxanthomonas mexicana,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas mexicana
25b55c469e495f3ecb9a37a7b32a441e,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Nocardiaceae;D_5__Rhodococcus;D_6__Rhodococcus fascians,0.98,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians
d27064766e7199d1c7fad7609b703d96,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Rubidimonas;D_6__Rubidimonas crustatorum,0.98,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,Rubidimonas crustatorum
74dac7926f8fa89a1c7360f52c14e3c6,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae;D_5__Shewanella;D_6__Shewanella japonica,0.98,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella japonica
23e6f9d4d9384110f8cfbfcc6661f77f,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium;D_6__Sphingobium yanoikuyae,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae
65463227639257ccdd2f1a761a013fff,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Sphingomonas paucimobilis,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis
d9077f05b130782dbc0fe791bc719116,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Sphingomonas paucimobilis,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis
0fead33aa1d4c36d62a33d52265e2083,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Spongospora subterranea;D_6__Spongospora subterranea,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Spongospora subterranea,Spongospora subterranea
24c561ada60e886acd82a51d7c0ad04d,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Spongospora subterranea;D_6__Spongospora subterranea,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Spongospora subterranea,Spongospora subterranea
2c29a7a440d7517a86fb53601b401644,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Spongospora subterranea;D_6__Spongospora subterranea,0.98,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Spongospora subterranea,Spongospora subterranea
